-1.6476,1,-1.6319,0.62007
-1.2473,1,-1.3261,0.25555
-1.1132,1,-0.7147,0.25794
-0.0716,1,1.73111,0.07407
1.26784,1,1.42538,0.05615
-1.4786,1,-1.6319,0.25806
1.97701,1,1.73111,0.03942
1.22056,1,1.42538,0.01911
-1.4002,1,-0.4090,0.73596
1.06297,1,1.42538,0.00836
-0.2292,1,-0.7147,0.27001
0.43259,1,0.81392,0.09796
0.33804,1,-0.1032,0.17562
-0.1244,1,1.42538,0.13620
0.27500,1,0.81392,0.14934
-0.3080,1,-0.4090,0.21146
-0.0244,1,0.50819,0.09187
-0.9290,1,-0.7147,0.18745
-1.0059,1,-1.0204,0.28195
-0.2765,1,0.20245,0.28912
0.21196,1,-0.1032,0.13978
-1.6791,1,-1.9376,0.61170
-1.5530,1,-1.3261,0.19474
0.43259,1,0.50819,0.10035
0.74778,1,0.20245,0.07407
-1.5530,1,-1.3261,0.30704
0.65322,1,1.11965,0.06810
1.91397,1,1.42538,0.04181
1.07873,1,0.81392,0.09438
-0.7212,1,-0.7147,0.17443
-0.8439,1,-1.0204,0.19056
-0.5444,1,-0.1032,0.19940
-0.8911,1,-1.0204,0.27001
-1.5388,1,-1.6319,0.56977
-0.6705,1,-1.0204,0.15770
-0.9100,1,0.81392,0.12544
-1.0676,1,-0.7147,0.22329
-0.8533,1,-1.0204,0.24133
1.09448,1,1.42538,0.07048
-0.2608,1,-0.4090,0.25089
0.79506,1,-0.7147,0.11827
-1.6476,1,-1.9376,0.29498
-0.6075,1,-0.7147,0.19354
-0.1347,1,0.50819,0.12293
0.08589,1,0.20245,0.10991
-1.2457,1,-1.3261,0.18160
-0.0797,1,-0.4090,0.18626
-1.4781,1,-1.0204,0.30692
2.43403,1,1.73111,0.03823
-0.2390,1,-1.0204,0.22640
0.27500,1,0.81392,0.06810
-1.3592,1,-1.6319,0.24970
1.01569,1,0.20245,0.07586
-1.6098,1,-1.6319,0.26511
0.51139,1,0.50819,0.08363
0.59019,1,-0.1032,0.12186
-0.1347,1,1.11965,0.10872
0.27500,1,-0.1032,0.16356
0.82642,1,0.81392,0.09796
-0.7178,1,-0.4090,0.22329
0.30652,1,1.42538,0.07765
-0.1189,1,0.20245,0.10394
-0.6122,1,-0.7147,0.16248
-0.2923,1,-1.0204,0.16248
-0.1192,1,0.20245,0.10382
1.69334,1,1.11965,0.04958
-1.2236,1,-1.0204,0.24360
-0.2765,1,-0.1032,0.15053
-0.3868,1,-0.7147,0.16356
-0.9149,1,-1.0204,0.22160
-1.2221,1,-1.3261,0.35483
-0.9699,1,-1.0204,0.17550
0.11741,1,-0.1032,0.10215
0.35380,1,-0.1032,0.09199
1.28360,1,1.73111,0.05961
-0.2478,1,-0.4090,0.18697
-0.5917,1,0.81392,0.11589
-0.6705,1,0.20245,0.14563
0.35380,1,-0.4090,0.13142
1.06297,1,0.20245,0.09795
-1.0427,1,-1.0204,0.27001
0.01812,1,-0.7147,0.16356
1.03145,1,0.50819,0.07168
0.50981,1,1.11965,0.07992
-1.1444,1,-1.0204,0.19832
-1.2694,1,-1.3261,0.38948
0.30535,1,-0.4090,0.21027
1.03145,1,1.11965,0.07407
-0.1977,1,0.50819,0.15173
-0.1504,1,-0.7147,0.22341
-0.1189,1,-1.0204,0.15173
-0.9857,1,-1.0204,0.17562
0.21196,1,0.81392,0.10991
0.60595,1,0.50819,0.09187
-0.3868,1,-0.4090,0.21146
-0.1977,1,-0.4090,0.16606
0.06710,1,1.73111,0.06451
0.46411,1,0.50819,0.09199
-1.5530,1,-1.9376,0.45639
0.32228,1,0.20245,0.18637
0.90537,1,0.20245,0.13381
0.11741,1,0.50819,0.10382
0.73202,1,-0.1032,0.08841
1.07085,1,1.11965,0.05376
-0.8553,1,-1.0204,0.17334
0.19620,1,-0.4090,0.15173
-1.4646,1,-1.0204,0.18160
1.03206,1,1.11965,0.07765
-1.6212,1,-1.6319,0.29330
-1.1132,1,-0.7147,0.25794
-1.4359,1,-1.6319,0.30733
-1.0686,1,-1.0204,0.24724
1.29936,1,1.42538,0.09080
0.05437,1,0.20245,0.13739
1.56726,1,1.73111,0.06212
-0.4735,1,-0.1032,0.12186
1.48847,1,1.42538,0.06332
-0.8596,1,-1.3261,0.32497
-0.9069,1,-0.4090,0.19952
1.89821,1,0.81392,0.03225
0.40107,1,0.81392,0.11469
1.06297,1,1.73111,0.08004
-1.3672,1,-1.6319,0.27106
0.27500,1,0.50819,0.14575
-0.0795,1,0.50819,0.20191
0.86597,1,0.81392,0.13620
-1.5374,1,-1.9376,0.30692
1.47271,1,0.20245,0.07048
-0.7808,1,-0.4090,0.19940
-0.5691,1,-1.0204,0.24611
0.16469,1,0.81392,0.10382
0.87385,1,0.50819,0.08363
-0.2292,1,-0.1032,0.11529
-1.0172,1,-0.7147,0.22341
-1.5530,1,-1.9376,0.43667
-1.4166,1,-1.0204,0.24611
0.66898,1,1.11965,0.08841
0.27500,1,0.81392,0.09796
